queue_index,proposed_id,source_file,line_number,source_type,score,readiness,readiness_reason,domain_family,semantic_kind,semantic_context,duplicate_status,wolfram_status,candidate_equation,wolfram_form_hint,formation_method,formation_inputs,formation_note,source_tag
471,NEXT+0471,AntipodalEntanglementProtocol.txt,722,line,3,review,needs human equation boundary check,quantum_entanglement,Lemma,Lemma query_complexity :,new_or_nonexact,file_has_parse_clean_wolfram,"Throughput → n * 8 / ExecutionTime, (* Bytes/second *)","^Throughput → n * 8 / ExecutionTime, (* Bytes/second *)",Phone2 corpus extraction,AntipodalEntanglementProtocol.txt,"Extracted from D:\Phone2 line 722; staged only, not minted.",PHONE2
472,NEXT+0472,BBmaping.txt,13,line,3,review,needs human equation boundary check,geometry_topology,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"{antipodes = GroupBy[sphereMapping, Sign[#[[3]]] &]},","^{antipodes = GroupBy[sphereMapping, Sign[#[[3]]] &]},",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 13; staged only, not minted.",PHONE2
473,NEXT+0473,BBmaping.txt,15,line,3,review,needs human equation boundary check,general_math,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"""ServerNegative"" → Select[antipodes[-1], BitXor[#bit, 1] &],","^""ServerNegative"" → Select[antipodes[-1], BitXor[#bit, 1] &],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 15; staged only, not minted.",PHONE2
474,NEXT+0474,BBmaping.txt,16,line,3,review,weak equation signal,general_math,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"""ClientPositive"" → Select[antipodes[1], #bit &],","^""ClientPositive"" → Select[antipodes[1], #bit &],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 16; staged only, not minted.",PHONE2
475,NEXT+0475,BBmaping.txt,28,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"entangledState = BitXor[serverBit, 1]; (* Antipodal flip *)","^entangledState = BitXor[serverBit, 1]; (* Antipodal flip *)",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 28; staged only, not minted.",PHONE2
476,NEXT+0476,BBmaping.txt,40,line,3,review,needs human equation boundary check,general_math,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"antipodal = MapAt[BitXor[#, 1] &, measured, {All, ""bit""}];","^antipodal = MapAt[BitXor[#, 1] &, measured, {All, ""bit""}];",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 40; staged only, not minted.",PHONE2
477,NEXT+0477,BBmaping.txt,44,line,3,review,needs human equation boundary check,signal_wave,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"""WaveFunction"" → Exp[-I * π * measured[""axisID""]/76800]","^""WaveFunction"" → Exp[-I * Pi * measured[""axisID""]/76800]",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 44; staged only, not minted.",PHONE2
478,NEXT+0478,BBmaping.txt,69,line,3,review,needs human equation boundary check,geometry_topology,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,spherePoints1 = Map[,^spherePoints1 = Map[,Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 69; staged only, not minted.",PHONE2
479,NEXT+0479,BBmaping.txt,103,line,3,review,needs human equation boundary check,general_math,Functor,(* Hemispherical Decomposition Functor: ℬ → ℋ₋ ⊗ ℋ₊ *),new_or_nonexact,file_has_parse_clean_wolfram,"""CollisionDetected"" → Length[čechFiltration] > 0,","^""CollisionDetected"" → Length[čechFiltration] > 0,",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 103; staged only, not minted.",PHONE2
480,NEXT+0480,BBmaping.txt,217,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"clientRequest <= 76800, clientRequest,","^clientRequest <= 76800, clientRequest,",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 217; staged only, not minted.",PHONE2
481,NEXT+0481,BBmaping.txt,218,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"clientRequest <= 153600, 153601 - clientRequest,","^clientRequest <= 153600, 153601 - clientRequest,",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 218; staged only, not minted.",PHONE2
482,NEXT+0482,BBmaping.txt,226,line,3,review,needs human equation boundary check,quantum_entanglement,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"entangledResponse = BitXor[serverBit, 1];","^entangledResponse = BitXor[serverBit, 1];",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 226; staged only, not minted.",PHONE2
483,NEXT+0483,BBmaping.txt,229,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,latency = -Log[RandomReal[]] * 0.001; (* Exponential distribution */,^latency = -Log[RandomReal[]] * 0.001; (* Exponential distribution */,Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 229; staged only, not minted.",PHONE2
484,NEXT+0484,BBmaping.txt,234,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"""AxisPair"" → {requestedAxis, 76801 - requestedAxis},","^""AxisPair"" → {requestedAxis, 76801 - requestedAxis},",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 234; staged only, not minted.",PHONE2
485,NEXT+0485,BBmaping.txt,239,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"""CorrelationStrength"" → Cos[π * requestedAxis/76800]^2","^""CorrelationStrength"" → Cos[Pi * requestedAxis/76800]^2",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 239; staged only, not minted.",PHONE2
486,NEXT+0486,BBmaping.txt,256,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"serverBlob = RandomInteger[1, Ceiling[blobSize/2]];","^serverBlob = RandomInteger[1, Ceiling[blobSize/2]];",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 256; staged only, not minted.",PHONE2
487,NEXT+0487,BBmaping.txt,257,line,3,review,needs human equation boundary check,general_math,Constraint,"Mod[s + c, 2] == 0 (* Classical ""entanglement"" constraint *)",new_or_nonexact,file_has_parse_clean_wolfram,"clientBlob = Map[BitXor[#, 1] &, serverBlob]; (* Perfect anticorrelation *)","^clientBlob = Map[BitXor[#, 1] &, serverBlob]; (* Perfect anticorrelation *)",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 257; staged only, not minted.",PHONE2
488,NEXT+0488,BBmaping.txt,280,line,3,review,needs human equation boundary check,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"encodedMessage = IntegerDigits[Hash[message, ""SHA256""], 2];","^encodedMessage = IntegerDigits[Hash[message, ""SHA256""], 2];",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 280; staged only, not minted.",PHONE2
489,NEXT+0489,BBmaping.txt,285,line,3,review,needs human equation boundary check,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"With[{axis = Mod[First[index], 76800] + 1},","^With[{axis = Mod[First[index], 76800] + 1},",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 285; staged only, not minted.",PHONE2
490,NEXT+0490,BBmaping.txt,300,line,3,review,weak equation signal,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""TransmittedAxes"" → transmittedBits[[All, 1]],","^""TransmittedAxes"" → transmittedBits[[All, 1]],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 300; staged only, not minted.",PHONE2
491,NEXT+0491,BBmaping.txt,301,line,3,review,weak equation signal,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""MessageBits"" → transmittedBits[[All, 2]],","^""MessageBits"" → transmittedBits[[All, 2]],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 301; staged only, not minted.",PHONE2
492,NEXT+0492,BBmaping.txt,313,line,3,review,needs human equation boundary check,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""TheoreticalBandwidth"" → Quantity[76800 * 10^9, ""Bits""/""Seconds""],","^""TheoreticalBandwidth"" → Quantity[76800 * 10^9, ""Bits""/""Seconds""],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 313; staged only, not minted.",PHONE2
493,NEXT+0493,BBmaping.txt,314,line,3,review,needs human equation boundary check,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""MemoryPerBit"" → Quantity[16, ""Bytes""], (* Including index overhead *)","^""MemoryPerBit"" → Quantity[16, ""Bytes""], (* Including index overhead *)",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 314; staged only, not minted.",PHONE2
494,NEXT+0494,BBmaping.txt,315,line,3,review,needs human equation boundary check,optimization_computation,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""CollisionComplexity"" → O[n * Log[153600]],","^""CollisionComplexity"" → O[n * Log[153600]],",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 315; staged only, not minted.",PHONE2
495,NEXT+0495,BBmaping.txt,316,line,3,review,weak equation signal,general_math,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""CompressionRatio"" → ""10:1 to 100:1 (typical)"",","^""CompressionRatio"" → ""10:1 to 100:1 (typical)"",",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 316; staged only, not minted.",PHONE2
496,NEXT+0496,BBmaping.txt,317,line,3,review,weak equation signal,quantum_entanglement,Protocol,(* Communication Protocol *),new_or_nonexact,file_has_parse_clean_wolfram,"""EntanglementLatency"" → Quantity[0.001, ""Milliseconds""]","^""EntanglementLatency"" → Quantity[0.001, ""Milliseconds""]",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 317; staged only, not minted.",PHONE2
497,NEXT+0497,BBmaping.txt,327,display_dollar,3,review,needs human equation boundary check,general_math,Theorem,**Theorem (Classical Entanglement Conservation):**,new_or_nonexact,file_has_parse_clean_wolfram,"\forall (s_i, c_i) \in \mathcal{H}_- \times \mathcal{H}_+ : s_i \oplus c_i = 1","^forall (s_i, c_i) in mathcal{H}_- times mathcal{H}_+ : s_i oplus c_i = 1",Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 327; staged only, not minted.",PHONE2
498,NEXT+0498,BBmaping.txt,331,display_dollar,3,review,needs human equation boundary check,general_math,Corollary,**Corollary (Antipodal Communication Bandwidth):**,new_or_nonexact,file_has_parse_clean_wolfram,\text{Bandwidth} = \frac{76800 \text{ axes}}{t_{\text{flip}}} \times \log_2(|\mathcal{S}|),^text{Bandwidth} = frac{76800 text{ axes}}{t_{text{flip}}} times Log_2(|mathcal{S}|),Phone2 corpus extraction,BBmaping.txt,"Extracted from D:\Phone2 line 331; staged only, not minted.",PHONE2
499,NEXT+0499,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,52,line,3,review,needs human equation boundary check,protocol_systems,SemanticNote,Proof → Module[,new_or_nonexact,file_has_parse_clean_wolfram,"K[x,y] = Exp[-‖x-y‖²/(2σ²)]/√(2πσ²),","^K[x,y] = Exp[-‖x-y‖²/(2σ²)]/√(2Piσ²),",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 52; staged only, not minted.",PHONE2
500,NEXT+0500,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,72,line,3,quarantine,wolfram/comment divider,protocol_systems,SemanticNote,Proof → Module[,new_or_nonexact,file_has_parse_clean_wolfram,(* Therefore N₀ = Ceiling[Log[2/δ]/(2ε²)] *),^(* Therefore N₀ = Ceiling[Log[2/delta]/(2ε²)] *),Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 72; staged only, not minted.",PHONE2
501,NEXT+0501,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,73,line,3,review,needs human equation boundary check,protocol_systems,SemanticNote,Proof → Module[,new_or_nonexact,file_has_parse_clean_wolfram,N₀ = ⌈(Log[2/δ])/(2ε²)⌉,^N₀ = ⌈(Log[2/delta])/(2ε²)⌉,Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 73; staged only, not minted.",PHONE2
502,NEXT+0502,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,80,line,3,review,needs human equation boundary check,protocol_systems,SemanticNote,Proof → Module[,new_or_nonexact,file_has_parse_clean_wolfram,→ 𝒪(1) (* Lookup *),^→ 𝒪(1) (* Lookup *),Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 80; staged only, not minted.",PHONE2
503,NEXT+0503,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,91,line,3,review,needs human equation boundary check,protocol_systems,Lemma,Lemma[,new_or_nonexact,file_has_parse_clean_wolfram,"Hypothesis → MatrixSize > L3CacheSize,","^Hypothesis → MatrixSize > L3CacheSize,",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 91; staged only, not minted.",PHONE2
504,NEXT+0504,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,98,line,3,review,needs human equation boundary check,protocol_systems,Lemma,Lemma[,new_or_nonexact,file_has_parse_clean_wolfram,"B = CacheLineSize, (* 64 bytes *)","^B = CacheLineSize, (* 64 bytes *)",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 98; staged only, not minted.",PHONE2
505,NEXT+0505,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,99,line,3,review,needs human equation boundary check,protocol_systems,Lemma,Lemma[,new_or_nonexact,file_has_parse_clean_wolfram,"M = L3CacheSize, (* 8 MB *)","^M = L3CacheSize, (* 8 MB *)",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 99; staged only, not minted.",PHONE2
506,NEXT+0506,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,100,line,3,review,needs human equation boundary check,protocol_systems,Lemma,Lemma[,new_or_nonexact,file_has_parse_clean_wolfram,"n = MatrixDimension, (* 153,600 *)","^n = MatrixDimension, (* 153,600 *)",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 100; staged only, not minted.",PHONE2
507,NEXT+0507,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,116,line,3,review,weak equation signal,protocol_systems,Lemma,Lemma[,new_or_nonexact,file_has_parse_clean_wolfram,"SystemOptions → {""SparseArrayOptions"" → {""TreatRepeatedEntries"" → Total}}","^SystemOptions → {""SparseArrayOptions"" → {""TreatRepeatedEntries"" → Total}}",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 116; staged only, not minted.",PHONE2
508,NEXT+0508,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,138,line,3,review,needs human equation boundary check,protocol_systems,Theorem,#### **Theorem 2 (IFP Command Compositionality)**,new_or_nonexact,file_has_parse_clean_wolfram,"Statement → ∀ cmd₁, cmd₂ ∈ IFPCommands:","^Statement → ∀ cmd₁, cmd₂ ∈ IFPCommands:",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 138; staged only, not minted.",PHONE2
509,NEXT+0509,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,148,line,3,review,needs human equation boundary check,protocol_systems,Theorem,#### **Theorem 2 (IFP Command Compositionality)**,new_or_nonexact,file_has_parse_clean_wolfram,"Approach[obj] :> λs. s ⊕ {position → Lerp[s.position, obj.position, 0.1]},","^Approach[obj] :> lambdas. s ⊕ {position → Lerp[s.position, obj.position, 0.1]},",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 148; staged only, not minted.",PHONE2
510,NEXT+0510,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,228,line,3,review,needs human equation boundary check,protocol_systems,Theorem,#### **Theorem 3 (Quantum-Inspired Superposition Probability)**,new_or_nonexact,file_has_parse_clean_wolfram,"⟨position_i | position_j⟩ = Exp[-‖pos_i - pos_j‖²/(2σ²)],","^⟨position_i | position_j⟩ = Exp[-‖pos_i - pos_j‖²/(2σ²)],",Phone2 corpus extraction,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,"Extracted from D:\Phone2 line 228; staged only, not minted.",PHONE2
